etfCode,name,codeType,issuer,benchmarkName,detailScope,readinessScore,grade,assetClassEvidence,regionEvidence,sectorEvidence,strategyEvidence,dividendEvidence,holdingsCount,tagCount,hasLlmContribution,missingFields
271060,KODEX 3대농산물선물(H),krx_numeric,삼성자산운용,S&P GSCI Grains Select Index ER,thin,25,D,low,low,low,low,none,0,3,false,상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력
272560,RISE 단기국공채액티브,krx_numeric,KB자산운용,KIS 종합채권국공채3M~1.5Y지수,enriched,61,B,medium,low,low,medium,high,0,3,false,구성종목|산업·국가 비중
272570,RISE 중장기국공채액티브,krx_numeric,KB자산운용,KIS 종합채권국공채4~5Y지수,enriched,61,B,medium,low,low,medium,high,0,3,false,구성종목|산업·국가 비중
272580,TIGER 단기채권액티브,krx_numeric,미래에셋자산운용,KIS MSB 6M PLUS 지수,enriched,68,B,medium,low,medium,medium,low,46,3,false,산업·국가 비중|실제 분배금 이력
272910,ACE 중장기국공채액티브,krx_numeric,한국투자신탁운용,KIS 종합채권국공채1-10Y지수,thin,25,D,low,low,low,low,none,0,3,false,상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력
273130,KODEX 종합채권(AA-이상)액티브,krx_numeric,삼성자산운용,KAP 한국종합채권지수,thin,25,D,low,low,low,low,none,0,4,false,상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력
273140,KODEX 단기변동금리부채권액티브,krx_numeric,삼성자산운용,KAP 단기변동금리부은행채권지수,enriched,29,D,low,low,low,low,low,0,3,false,상품 설명·투자 목적|구성종목|산업·국가 비중|실제 분배금 이력
275280,KODEX 모멘텀주,krx_numeric,삼성자산운용,MSCI Korea IMI Momentum Capped,enriched,40,C,low,low,medium,low,none,10,3,true,상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
275290,KODEX 가치주,krx_numeric,삼성자산운용,MSCI Korea IMI Enhanced Value Capped,enriched,40,C,low,low,medium,low,none,10,4,true,상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
275300,KODEX 우량주,krx_numeric,삼성자산운용,MSCI Korea IMI Quality Capped,enriched,40,C,low,low,medium,low,none,10,3,true,상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
275750,RISE 코스닥150선물인버스,krx_numeric,KB자산운용,F-코스닥150 지수,enriched,53,C,medium,low,low,medium,low,0,4,false,구성종목|산업·국가 비중|실제 분배금 이력
275980,TIGER 글로벌4차산업혁신기술(합성 H),krx_numeric,미래에셋자산운용,Morningstar Exponential Technologies Equal Weighted Select PR USD,enriched,68,B,medium,low,medium,medium,low,5,3,false,산업·국가 비중|실제 분배금 이력
276000,TIGER 글로벌자원생산기업(합성 H),krx_numeric,미래에셋자산운용,MorningStar Global Upstream Resources Index(PR),enriched,68,B,medium,low,medium,medium,low,5,3,false,산업·국가 비중|실제 분배금 이력
276650,RISE 글로벌테크놀로지(합성 H),krx_numeric,KB자산운용,S&P Global 1200 Information Technology and Interactive Media & Services(PR),enriched,61,B,medium,low,low,medium,high,0,3,false,구성종목|산업·국가 비중
276970,KODEX 미국S&P500배당귀족커버드콜(합성 H),krx_numeric,삼성자산운용,S&P500 Dividend Aristocrats Covered Call(7.2% Premium) Index,thin,25,D,low,low,low,low,none,0,5,false,상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력
276990,KODEX 글로벌로봇(합성),krx_numeric,삼성자산운용,ROBO Global Robotics & Automation UCITS Price Return Index,thin,25,D,low,low,low,low,none,0,3,false,상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력
277540,ACE 아시아TOP50,krx_numeric,한국투자신탁운용,S&P ASIA50 Price Return Index,enriched,35,C,medium,low,low,medium,none,0,3,false,구성종목|산업·국가 비중|분배 일정|실제 분배금 이력
277630,TIGER 코스피,krx_numeric,미래에셋자산운용,코스피,enriched,68,B,medium,low,medium,medium,low,595,3,true,산업·국가 비중|실제 분배금 이력
277640,TIGER 코스피대형주,krx_numeric,미래에셋자산운용,코스피 대형주,enriched,68,B,medium,low,medium,medium,low,101,3,true,산업·국가 비중|실제 분배금 이력
277650,TIGER 코스피중형주,krx_numeric,미래에셋자산운용,코스피 중형주,enriched,68,B,medium,low,medium,medium,low,197,3,true,산업·국가 비중|실제 분배금 이력
278240,RISE 코스닥150선물레버리지,krx_numeric,KB자산운용,F-코스닥150 지수,enriched,76,A,medium,low,medium,medium,high,3,4,true,산업·국가 비중
278530,KODEX 200TR,krx_numeric,삼성자산운용,코스피 200 TR,enriched,40,C,low,low,medium,low,none,10,4,true,상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
278540,KODEX MSCI Korea TR,krx_numeric,삼성자산운용,MSCI Korea TR Index,enriched,40,C,low,low,medium,low,none,10,3,true,상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
278620,PLUS 단기채권액티브,krx_numeric,한화자산운용,"KAP 투자적격 크레딧 채권 1년 지수(A- 이상,총수익)",enriched,61,B,medium,low,low,medium,high,0,4,false,구성종목|산업·국가 비중
279530,KODEX 고배당주,krx_numeric,삼성자산운용,FnGuide 고배당 Plus 지수,enriched,40,C,low,low,medium,low,none,10,4,true,상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
279540,KODEX 최소변동성,krx_numeric,삼성자산운용,KRX 최소변동성지수,enriched,40,C,low,low,medium,low,none,10,4,true,상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
280320,ACE 미국IT인터넷(합성 H),krx_numeric,한국투자신탁운용,다우존스 인터넷 종합지수,thin,25,D,low,low,low,low,none,0,3,false,상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력
280920,PLUS 주도업종,krx_numeric,한화자산운용,FnGuide 주도업종 지수,enriched,76,A,medium,low,medium,medium,high,10,3,true,산업·국가 비중
280930,KODEX 미국러셀2000(H),krx_numeric,삼성자산운용,FTSE Russell 2000 Index,thin,25,D,low,low,low,low,none,0,3,false,상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력
280940,KODEX 골드선물인버스(H),krx_numeric,삼성자산운용,S&P GSCI GOLD Index Excess Return,thin,25,D,low,low,low,low,none,0,4,false,상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력
281990,RISE 중소형고배당,krx_numeric,KB자산운용,FnGuide 중소형고배당포커스 지수,enriched,76,A,medium,low,medium,medium,high,10,4,true,산업·국가 비중
282000,RISE 국고채3년선물인버스,krx_numeric,KB자산운용,국채선물지수,enriched,61,B,medium,low,low,medium,high,0,5,false,구성종목|산업·국가 비중
283580,KODEX 차이나CSI300,krx_numeric,삼성자산운용,CSI 300 Index,thin,25,D,low,low,low,low,none,0,3,false,상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력
284430,KODEX 200미국채혼합50,krx_numeric,삼성자산운용,코스피 200 미국채 혼합지수,enriched,29,D,low,low,low,low,low,0,5,false,상품 설명·투자 목적|구성종목|산업·국가 비중|실제 분배금 이력
284980,RISE 200금융,krx_numeric,KB자산운용,코스피 200 금융,enriched,76,A,medium,low,medium,medium,high,10,5,true,산업·국가 비중
285690,FOCUS ESG리더스,krx_numeric,VI자산운용,KRX ESG Leaders 150,enriched,40,C,low,low,medium,low,none,10,4,true,상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
287180,PLUS 미국나스닥테크,krx_numeric,한화자산운용,NASDAQ 100 Technology Sector Index,enriched,61,B,medium,low,low,medium,high,0,4,false,구성종목|산업·국가 비중
289040,KODEX MSCI KOREA ESG유니버설,krx_numeric,삼성자산운용,MSCI Korea ESG Universal Capped Index,enriched,40,C,low,low,medium,low,none,10,4,true,상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
289250,TIGER MSCI KOREA ESG유니버설,krx_numeric,미래에셋자산운용,MSCI Korea ESG Universal Index,enriched,68,B,medium,low,medium,medium,low,75,4,true,산업·국가 비중|실제 분배금 이력
289260,TIGER MSCI KOREA ESG리더스,krx_numeric,미래에셋자산운용,MSCI Korea Country ESG Leaders Capped Index,enriched,68,B,medium,low,medium,medium,low,33,4,true,산업·국가 비중|실제 분배금 이력
289480,TIGER 200커버드콜,krx_numeric,미래에셋자산운용,코스피 200 커버드콜 ATM 지수,enriched,72,B,medium,low,medium,medium,low,204,5,true,산업·국가 비중|실제 분배금 이력
289670,PLUS 국채선물10년,krx_numeric,한화자산운용,10년국채선물지수,enriched,61,B,medium,low,low,medium,high,0,4,false,구성종목|산업·국가 비중
290080,RISE 200고배당커버드콜ATM,krx_numeric,KB자산운용,코스피 200 고배당커버드콜 ATM 지수(시장가격지수),enriched,80,A,medium,low,medium,medium,high,10,5,true,산업·국가 비중
290130,RISE ESG사회책임투자,krx_numeric,KB자산운용,KRX ESG 사회책임경영지수(S),enriched,76,A,medium,low,medium,medium,high,10,4,true,산업·국가 비중
291130,ACE MSCI멕시코(합성),krx_numeric,한국투자신탁운용,MSCI MEXICO IMI 25/50 Price return Index,thin,25,D,low,low,low,low,none,0,3,false,상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력
291620,KIWOOM 코스닥150선물인버스,krx_numeric,키움투자자산운용,F-코스닥150 지수,thin,25,D,low,low,low,low,none,0,4,false,상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력
291630,KIWOOM 코스닥150선물레버리지,krx_numeric,키움투자자산운용,F-코스닥150 지수,enriched,40,C,low,low,medium,low,none,1,4,true,상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
291680,RISE 차이나H선물인버스(H),krx_numeric,KB자산운용,Hang Seng China Enterprises Futures Index(Price Return),enriched,61,B,medium,low,low,medium,high,0,4,false,구성종목|산업·국가 비중
291890,KODEX MSCI EM선물(H),krx_numeric,삼성자산운용,iEdge Emerging Markets Futures Index(ER),thin,25,D,low,low,low,low,none,0,3,false,상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력
292050,RISE KRX300,krx_numeric,KB자산운용,KRX 300,enriched,76,A,medium,low,medium,medium,high,10,3,true,산업·국가 비중
292150,TIGER 코리아TOP10,krx_numeric,미래에셋자산운용,FnGuide TOP10 지수,enriched,68,B,medium,low,medium,medium,low,11,3,true,산업·국가 비중|실제 분배금 이력
292160,TIGER KRX300,krx_numeric,미래에셋자산운용,KRX 300,enriched,68,B,medium,low,medium,medium,low,301,3,true,산업·국가 비중|실제 분배금 이력
292190,KODEX KRX300,krx_numeric,삼성자산운용,KRX 300,enriched,40,C,low,low,medium,low,none,10,3,true,상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
292500,SOL KRX300,krx_numeric,신한자산운용,KRX 300,enriched,76,A,medium,low,medium,medium,high,301,3,true,산업·국가 비중
292560,TIGER 일본엔선물,krx_numeric,미래에셋자산운용,엔선물지수,enriched,68,B,medium,low,medium,medium,low,2,3,false,산업·국가 비중|실제 분배금 이력
292770,KODEX 국채선물3년인버스,krx_numeric,삼성자산운용,국채선물지수,thin,25,D,low,low,low,low,none,0,5,false,상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력
293180,HANARO 200,krx_numeric,NH-Amundi자산운용,코스피 200,enriched,50,C,medium,low,medium,medium,none,10,4,true,산업·국가 비중|분배 일정|실제 분배금 이력
294400,KIWOOM 200TR,krx_numeric,키움투자자산운용,코스피 200 TR,enriched,40,C,low,low,medium,low,none,10,4,true,상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
295000,RISE 국채선물10년,krx_numeric,KB자산운용,10년국채선물지수,enriched,61,B,medium,low,low,medium,high,0,4,false,구성종목|산업·국가 비중
295020,RISE 국채선물10년인버스,krx_numeric,KB자산운용,10년국채선물지수,enriched,61,B,medium,low,low,medium,high,0,5,false,구성종목|산업·국가 비중
295040,SOL 200TR,krx_numeric,신한자산운용,코스피 200 TR,enriched,68,B,medium,low,medium,medium,low,201,4,true,산업·국가 비중|실제 분배금 이력
298340,PLUS 국채선물3년,krx_numeric,한화자산운용,국채선물지수,enriched,76,A,medium,low,medium,medium,high,1,4,true,산업·국가 비중
298770,KODEX 한국대만IT프리미어,krx_numeric,삼성자산운용,한국 대만 IT 프리미어지수,thin,25,D,low,low,low,low,none,0,3,false,상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력
300610,TIGER K게임,krx_numeric,미래에셋자산운용,WISE K게임 테마 지수,enriched,68,B,medium,low,medium,medium,low,14,4,true,산업·국가 비중|실제 분배금 이력
300640,RISE 게임테마,krx_numeric,KB자산운용,WISE 게임 테마 지수 (시장가격지수),enriched,76,A,medium,low,medium,medium,high,10,4,true,산업·국가 비중
300950,KODEX 게임산업,krx_numeric,삼성자산운용,FnGuide 게임 산업 지수,enriched,40,C,low,low,medium,low,none,10,4,true,상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
301400,PLUS 코스닥150,krx_numeric,한화자산운용,코스닥 150,enriched,76,A,medium,low,medium,medium,high,10,3,true,산업·국가 비중
302190,TIGER 중장기국채,krx_numeric,미래에셋자산운용,KIS 국채 3-10년 지수(시장가격지수),enriched,68,B,medium,low,medium,medium,low,6,4,false,산업·국가 비중|실제 분배금 이력
302450,RISE 코스피,krx_numeric,KB자산운용,코스피,enriched,76,A,medium,low,medium,medium,high,10,3,true,산업·국가 비중
304660,KODEX 미국30년국채울트라선물(H),krx_numeric,삼성자산운용,S&P Ultra T-Bond Futures Index(ER),thin,25,D,low,low,low,low,none,0,4,false,상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력
304670,KODEX 미국30년국채울트라선물인버스(H),krx_numeric,삼성자산운용,S&P Ultra T-Bond Futures Index(ER),thin,25,D,low,low,low,low,none,0,5,false,상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력
304760,HANARO KRX300,krx_numeric,NH-Amundi자산운용,KRX 300,enriched,50,C,medium,low,medium,medium,none,10,3,true,산업·국가 비중|분배 일정|실제 분배금 이력
304770,HANARO 코스닥150,krx_numeric,NH-Amundi자산운용,코스닥 150,enriched,50,C,medium,low,medium,medium,none,10,3,true,산업·국가 비중|분배 일정|실제 분배금 이력
304780,HANARO 200선물레버리지,krx_numeric,NH-Amundi자산운용,코스피 200 선물지수,enriched,40,C,low,low,medium,low,none,3,5,true,상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
304940,KODEX 미국나스닥100선물(H),krx_numeric,삼성자산운용,NASDAQ 100,thin,25,D,low,low,low,low,none,0,4,false,상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력
305050,ACE 코스피,krx_numeric,한국투자신탁운용,코스피,enriched,40,C,low,low,medium,low,none,10,3,true,상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
305080,TIGER 미국채10년선물,krx_numeric,미래에셋자산운용,S&P 10-Year U.S. Treasury Note Futures(ER),enriched,68,B,medium,low,medium,medium,low,3,4,false,산업·국가 비중|실제 분배금 이력
305540,TIGER 2차전지테마,krx_numeric,미래에셋자산운용,WISE 2차전지 테마 지수,enriched,68,B,medium,low,medium,medium,low,30,4,true,산업·국가 비중|실제 분배금 이력
305720,KODEX 2차전지산업,krx_numeric,삼성자산운용,FnGuide 2차전지 산업 지수,enriched,40,C,low,low,medium,low,none,10,4,true,상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
306520,HANARO 200선물인버스,krx_numeric,NH-Amundi자산운용,코스피 200 선물지수,thin,25,D,low,low,low,low,none,0,5,false,상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력
306530,HANARO 코스닥150선물레버리지,krx_numeric,NH-Amundi자산운용,F-코스닥150 지수,enriched,40,C,low,low,medium,low,none,2,4,true,상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
306950,KODEX KRX300레버리지,krx_numeric,삼성자산운용,KRX 300,enriched,40,C,low,low,medium,low,none,10,4,true,상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
307510,TIGER 의료기기,krx_numeric,미래에셋자산운용,FnGuide 의료기기 지수,enriched,68,B,medium,low,medium,medium,low,50,4,true,산업·국가 비중|실제 분배금 이력
307520,TIGER 지주회사,krx_numeric,미래에셋자산운용,FnGuide 지주회사 지수,enriched,68,B,medium,low,medium,medium,low,31,3,true,산업·국가 비중|실제 분배금 이력
308620,KODEX 미국10년국채선물,krx_numeric,삼성자산운용,S&P 10-Year U.S. Treasury Note Futures KRW(ER),thin,25,D,low,low,low,low,none,0,4,false,상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력
309230,ACE 미국WideMoat동일가중,krx_numeric,한국투자신탁운용,MorningStar Wide Moat Focus Index,enriched,35,C,medium,low,low,medium,none,0,3,false,구성종목|산업·국가 비중|분배 일정|실제 분배금 이력
310080,RISE 중국MSCI China(H),krx_numeric,KB자산운용,"MSCI China Index(USD, Price Return)",enriched,61,B,medium,low,low,medium,high,0,3,false,구성종목|산업·국가 비중
310960,TIGER 200TR,krx_numeric,미래에셋자산운용,코스피 200 TR,enriched,68,B,medium,low,medium,medium,low,201,4,true,산업·국가 비중|실제 분배금 이력
310970,TIGER MSCI Korea TR,krx_numeric,미래에셋자산운용,MSCI Korea TR Index,enriched,68,B,medium,low,medium,medium,low,78,3,true,산업·국가 비중|실제 분배금 이력
314250,KODEX 미국빅테크10(H),krx_numeric,삼성자산운용,NYSE U.S. Big TECH 10 INDEX,thin,25,D,low,low,low,low,none,0,3,false,상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력
314700,HANARO 농업융복합산업,krx_numeric,NH-Amundi자산운용,FnGuide 농업융복합산업 지수(시장가격),enriched,50,C,medium,low,medium,medium,none,10,4,true,산업·국가 비중|분배 일정|실제 분배금 이력
315270,TIGER 200커뮤니케이션서비스,krx_numeric,미래에셋자산운용,코스피 200 커뮤니케이션서비스,enriched,68,B,medium,low,medium,medium,low,11,4,true,산업·국가 비중|실제 분배금 이력
315930,KODEX Top5PlusTR,krx_numeric,삼성자산운용,FnGuide TOP 5 Plus Total Return 지수,enriched,40,C,low,low,medium,low,none,10,3,true,상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
315960,RISE 대형고배당10TR,krx_numeric,KB자산운용,WISE 대형고배당10 TR 지수,enriched,68,B,medium,low,medium,medium,low,10,4,true,산업·국가 비중|실제 분배금 이력
316300,ACE 싱가포르리츠,krx_numeric,한국투자신탁운용,Morningstar Singapore REIT Yield Focus Index(PR),enriched,35,C,medium,low,low,medium,none,0,3,false,구성종목|산업·국가 비중|분배 일정|실제 분배금 이력
316670,KIWOOM 코스닥150,krx_numeric,키움투자자산운용,코스닥 150,enriched,40,C,low,low,medium,low,none,10,3,true,상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
319640,TIGER 골드선물(H),krx_numeric,미래에셋자산운용,S&P GSCI Gold Index(TR),enriched,68,B,medium,low,medium,medium,low,4,3,false,산업·국가 비중|실제 분배금 이력
321410,KODEX 멀티에셋하이인컴(H),krx_numeric,삼성자산운용,Morningstar Multi-Asset High Income 10% Capped Index,thin,25,D,low,low,low,low,none,0,3,false,상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력
322400,HANARO e커머스,krx_numeric,NH-Amundi자산운용,FnGuide E커머스 지수,enriched,40,C,low,low,medium,low,none,10,3,true,상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
322410,HANARO K고배당,krx_numeric,NH-Amundi자산운용,FnGuide 고배당 알파 지수,enriched,50,C,medium,low,medium,medium,none,10,4,true,산업·국가 비중|분배 일정|실제 분배금 이력
325010,KODEX 성장주,krx_numeric,삼성자산운용,FnGuide 성장 지수(PR),enriched,40,C,low,low,medium,low,none,10,4,true,상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
325020,KODEX 배당가치,krx_numeric,삼성자산운용,FnGuide SLV 배당가치 지수,enriched,40,C,low,low,medium,low,none,10,5,true,상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
326230,RISE 내수주플러스,krx_numeric,KB자산운용,FnGuide 내수주플러스 지수,enriched,76,A,medium,low,medium,medium,high,10,3,true,산업·국가 비중
326240,RISE IT플러스,krx_numeric,KB자산운용,FnGuide IT플러스 지수,enriched,76,A,medium,low,medium,medium,high,10,4,true,산업·국가 비중
328370,PLUS 코스피TR,krx_numeric,한화자산운용,코스피 TR,enriched,68,B,medium,low,medium,medium,low,10,3,true,산업·국가 비중|실제 분배금 이력
329200,TIGER 리츠부동산인프라,krx_numeric,미래에셋자산운용,FnGuide 리츠부동산인프라,enriched,68,B,medium,low,medium,medium,low,15,3,true,산업·국가 비중|실제 분배금 이력
329650,KODEX TRF3070,krx_numeric,삼성자산운용,FnGuide TRF 3070 지수,enriched,29,D,low,low,low,low,low,0,3,false,상품 설명·투자 목적|구성종목|산업·국가 비중|실제 분배금 이력
329660,KODEX TRF5050,krx_numeric,삼성자산운용,FnGuide TRF 5050 지수,enriched,29,D,low,low,low,low,low,0,3,false,상품 설명·투자 목적|구성종목|산업·국가 비중|실제 분배금 이력
329670,KODEX TRF7030,krx_numeric,삼성자산운용,FnGuide TRF 7030 지수,enriched,29,D,low,low,low,low,low,0,3,false,상품 설명·투자 목적|구성종목|산업·국가 비중|실제 분배금 이력
329750,TIGER 미국달러단기채권액티브,krx_numeric,미래에셋자산운용,KIS U.S. TREASURY BOND 0-1Y 지수(총수익),enriched,68,B,medium,low,medium,medium,low,43,3,false,산업·국가 비중|실제 분배금 이력
332500,ACE 200TR,krx_numeric,한국투자신탁운용,코스피 200 TR,enriched,40,C,low,low,medium,low,none,10,4,true,상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
332610,PLUS 미국단기회사채(AAA~A),krx_numeric,한화자산운용,ICE BofaAML 1-3 Year AAA-A US Corporate Index(총수익지수),enriched,65,B,medium,low,low,medium,high,0,4,false,구성종목|산업·국가 비중
332620,PLUS 미국장기우량회사채,krx_numeric,한화자산운용,ICE BofaAML 15+ Year AAA-A US Corporate Index(총수익지수),enriched,65,B,medium,low,low,medium,high,0,4,false,구성종목|산업·국가 비중
332930,HANARO 200TR,krx_numeric,NH-Amundi자산운용,코스피 200 TR,enriched,40,C,low,low,medium,low,none,10,4,true,상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
332940,HANARO MSCI Korea TR,krx_numeric,NH-Amundi자산운용,MSCI Korea TR Index,enriched,40,C,low,low,medium,low,none,10,3,true,상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
334690,RISE 팔라듐선물(H),krx_numeric,KB자산운용,S&P GSCI Palladium Excess Return Index,enriched,61,B,medium,low,low,medium,high,0,3,false,구성종목|산업·국가 비중
334700,RISE 팔라듐선물인버스(H),krx_numeric,KB자산운용,S&P GSCI Palladium Excess Return Index,enriched,61,B,medium,low,low,medium,high,0,4,false,구성종목|산업·국가 비중
336160,RISE 금융채액티브,krx_numeric,KB자산운용,KIS 종합채권금융채 2.5Y-3Y 지수 (총수익),enriched,61,B,medium,low,low,medium,high,0,3,false,구성종목|산업·국가 비중
337120,KODEX 멀티팩터,krx_numeric,삼성자산운용,FnGuide 멀티팩터 지수,enriched,40,C,low,low,medium,low,none,10,3,true,상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
337140,KODEX 코스피대형주,krx_numeric,삼성자산운용,코스피 대형주,enriched,40,C,low,low,medium,low,none,10,3,true,상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
337150,KODEX 200exTOP,krx_numeric,삼성자산운용,코스피 200 초대형제외 지수,enriched,40,C,low,low,medium,low,none,10,4,true,상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
337160,KODEX 200ESG,krx_numeric,삼성자산운용,코스피 200 ESG 지수,enriched,40,C,low,low,medium,low,none,10,4,true,상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
341850,TIGER 리츠부동산인프라채권,krx_numeric,미래에셋자산운용,KIS 리츠부동산인프라채권PR 지수,enriched,68,B,medium,low,medium,medium,low,16,3,true,산업·국가 비중|실제 분배금 이력
352540,KODEX 일본부동산리츠(H),krx_numeric,삼성자산운용,Tokyo Stock Exchange REIT Index,thin,25,D,low,low,low,low,none,0,3,false,상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력
352560,KODEX 미국부동산리츠(H),krx_numeric,삼성자산운용,Dow Jones U.S. Real Estate PR Index,thin,25,D,low,low,low,low,none,0,3,false,상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력
354240,RISE 미국고정배당우선증권,krx_numeric,KB자산운용,ICE BofAML Core Plus Fixed Rate Preferred Securities Index(PR),enriched,61,B,medium,low,low,medium,high,0,3,false,구성종목|산업·국가 비중
354350,HANARO 글로벌럭셔리S&P(합성),krx_numeric,NH-Amundi자산운용,S&P Global Luxury Index,thin,25,D,low,low,low,low,none,0,3,false,상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력
354500,ACE 코스닥150,krx_numeric,한국투자신탁운용,코스닥 150,enriched,40,C,low,low,medium,low,none,10,3,true,상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
356540,ACE 종합채권(AA-이상)액티브,krx_numeric,한국투자신탁운용,KIS 종합채권 AA-이상 총수익 지수(Total return Index),thin,25,D,low,low,low,low,none,0,4,false,상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력
357870,TIGER CD금리투자KIS(합성),krx_numeric,미래에셋자산운용,KIS CD Index(총수익),enriched,68,B,medium,low,medium,medium,low,7,4,false,산업·국가 비중|실제 분배금 이력
359210,KODEX 코스피TR,krx_numeric,삼성자산운용,코스피 TR,enriched,40,C,low,low,medium,low,none,10,3,true,상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
360140,KODEX 200롱코스닥150숏선물,krx_numeric,삼성자산운용,코스피200 롱 100% 코스닥150 숏 100% 선물지수,enriched,40,C,low,low,medium,low,none,10,4,true,상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
360150,KODEX 코스닥150롱코스피200숏선물,krx_numeric,삼성자산운용,코스닥150 롱 100% 코스피200 숏 100% 선물지수,enriched,40,C,low,low,medium,low,none,2,4,true,상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
360200,ACE 미국S&P500,krx_numeric,한국투자신탁운용,S&P 500,enriched,35,C,medium,low,low,medium,none,0,4,false,구성종목|산업·국가 비중|분배 일정|실제 분배금 이력
360750,TIGER 미국S&P500,krx_numeric,미래에셋자산운용,S&P 500,enriched,68,B,medium,low,medium,medium,low,504,4,true,산업·국가 비중|실제 분배금 이력
361580,RISE 200TR,krx_numeric,KB자산운용,코스피 200 TR,enriched,68,B,medium,low,medium,medium,low,10,4,true,산업·국가 비중|실제 분배금 이력
363510,SOL KIS단기통안채,krx_numeric,신한자산운용,KIS 단기통안채 Index(총수익),enriched,68,B,medium,low,medium,medium,low,3,4,false,산업·국가 비중|실제 분배금 이력
363570,KODEX 장기종합채권(AA-이상)액티브,krx_numeric,삼성자산운용,"KAP 한국장기종합채권지수(AA-이상, 총수익)",thin,25,D,low,low,low,low,none,0,4,false,상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력
